firm,year,y,x
24,2,0.028845038465377226,-0.9173133203150231
24,3,1.435102159878173,0.3501069994709503
24,4,0.9648800126982314,-0.8180499673024364
24,5,1.9945743154050815,-0.36426274110470913
24,6,2.4116466225354456,0.6178670809222103
25,1,2.892388032517435,-0.3867479377615388
25,2,3.534542837975129,0.3316803676443711
25,3,2.6555662587645963,-0.07366835537142585
25,4,3.5055862525914026,0.025731798243372905
25,5,3.1806775485521976,0.5679000064912474
25,6,4.703041509316266,1.527441032420882
26,1,-2.093572440739576,-1.3984112527512305
26,2,-2.1784191676310143,-0.9090812945761586
26,3,1.0489949976574384,0.3195986925188033
26,4,5.138441370309175,3.0594403671849886
26,5,1.3233236109860607,0.6309607155644319
26,6,2.674059889690186,1.795710225790824
27,1,-0.783388819999211,-1.4188490982253137
27,2,1.5280957802524284,-0.22382253127550608
27,3,4.410309167383028,1.8359389847846703
27,4,4.681370610089609,1.63104056131516
27,5,2.2000544484786597,0.07963636744218562
27,6,2.539063619108269,0.24453945660753143
28,1,0.8305200574472462,0.3026773481176949
28,2,2.786832589726094,1.044489957734694
28,3,2.8782261068034702,0.7205471689903775
28,4,3.823924605506452,0.30274354060289566
28,5,3.0551909663995955,1.0394699905558813
28,6,7.638326302089721,3.2324860071642516
29,1,0.3852005649582095,-0.935274321786157
29,2,1.6155003635752858,-0.5071594325561477
29,3,0.7214201761252408,-0.5025994159987562
29,4,1.9448976725204412,-0.010100199652063007
29,5,1.373075909402605,-0.4704081761467579
29,6,-2.0286135661040685,-2.2241975764658464
30,1,1.2677095480409954,0.5217650655041294
30,2,-0.10887110755145898,-0.6377762519980454
30,3,-1.5414723333765026,-1.7859253428857762
30,4,-0.8438205015470562,-1.2784040425860312
30,5,-1.0656221675786453,-1.187448864971359
30,6,-1.149322105944537,-1.3649623133589066
