date,Mkt-RF,SMB,HML,RF,year
194807,-0.0508,-0.0038,0.0011,0.0008,1948
194808,0.0024,-0.0113,0.0029,0.0009,1948
194809,-0.029900000000000003,-0.0127,-0.0177,0.0004,1948
194810,0.0596,-0.0148,0.0058,0.0004,1948
194811,-0.0934,-0.0060999999999999995,-0.0415,0.0004,1948
194812,0.0326,-0.0285,-0.0195,0.0004,1948
194901,0.0023,0.0171,0.0125,0.001,1949
194902,-0.029300000000000003,-0.0187,-0.0089,0.0009,1949
194903,0.0405,0.0248,0.0131,0.001,1949
194904,-0.0187,-0.0092,-0.011200000000000002,0.0009,1949
194905,-0.0298,-0.0078000000000000005,-0.0239,0.001,1949
194906,0.001,-0.0086,-0.0165,0.001,1949
194907,0.0554,0.0055000000000000005,0.0039000000000000003,0.0009,1949
194908,0.0259,0.0014000000000000002,-0.0059,0.0009,1949
194909,0.030899999999999997,0.0105,0.0023,0.0009,1949
194910,0.031400000000000004,0.0103,-0.0049,0.0009,1949
194911,0.0181,-0.009399999999999999,-0.009000000000000001,0.0008,1949
194912,0.051399999999999994,0.0208,0.0173,0.0009,1949
195001,0.017,0.0334,0.0015,0.0009,1950
195002,0.0148,0.0002,-0.0079,0.0009,1950
195003,0.0126,-0.0143,-0.0278,0.001,1950
195004,0.0394,0.02,0.013300000000000001,0.0009,1950
195005,0.0432,-0.0213,0.004699999999999999,0.001,1950
195006,-0.0596,-0.0241,-0.0079,0.001,1950
195007,0.0137,0.0054,0.1369,0.001,1950
195008,0.048600000000000004,0.0074,-0.0137,0.001,1950
195009,0.0482,0.0059,-0.011000000000000001,0.001,1950
195010,-0.0019,-0.0066,0.013600000000000001,0.0012,1950
195011,0.0274,-0.0089,0.0319,0.0011,1950
195012,0.0557,0.015300000000000001,0.0727,0.0011,1950
195101,0.057,0.0167,0.0379,0.0013,1951
195102,0.013999999999999999,0.0014000000000000002,-0.0279,0.001,1951
195103,-0.0216,-0.0066,-0.0426,0.0011,1951
195104,0.048600000000000004,-0.0148,0.0326,0.0013,1951
195105,-0.0236,-0.0008,-0.014199999999999999,0.0012,1951
195106,-0.0263,-0.0196,-0.0398,0.0012,1951
195107,0.0695,-0.020499999999999997,0.02,0.0013,1951
195108,0.0429,0.0095,-0.0017000000000000001,0.0013,1951
195109,0.006999999999999999,0.018600000000000002,0.0062,0.0012,1951
195110,-0.0253,-0.0023,0.0018,0.0016,1951
195111,0.0058,-0.0033,-0.0008,0.0011,1951
195112,0.0333,-0.022400000000000003,-0.0155,0.0012,1951
195201,0.014499999999999999,-0.006500000000000001,0.0148,0.0015,1952
195202,-0.0264,0.0085,-0.0062,0.0012,1952
195203,0.0444,-0.0297,0.0223,0.0011,1952
195204,-0.049699999999999994,0.0049,-0.0003,0.0012,1952
195205,0.032,-0.01,0.0002,0.0013,1952
195206,0.0384,-0.0163,0.0124,0.0015,1952
195207,0.0091,-0.0040999999999999995,-0.0032,0.0015,1952
195208,-0.0077,0.0115,0.0009,0.0015,1952
195209,-0.0204,0.0109,-0.014199999999999999,0.0016,1952
195210,-0.0066,-0.0103,-0.0055000000000000005,0.0014000000000000002,1952
195211,0.0596,-0.0072,0.0102,0.001,1952
195212,0.029300000000000003,-0.0151,0.0019,0.0016,1952
195301,-0.0034000000000000002,0.0354,0.0128,0.0016,1953
195302,-0.0027,0.0222,-0.0005,0.0014000000000000002,1953
195303,-0.0144,-0.0021,-0.0084,0.0018,1953
195304,-0.028300000000000002,0.0026,0.0155,0.0016,1953
195305,0.0051,-0.0005,0.0025,0.0017000000000000001,1953
195306,-0.0189,-0.0189,-0.005,0.0018,1953
195307,0.024,-0.0104,-0.0025,0.0015,1953
195308,-0.045599999999999995,0.0037,-0.0352,0.0017000000000000001,1953
195309,0.0021,-0.0085,-0.024399999999999998,0.0016,1953
195310,0.046,-0.013600000000000001,-0.0019,0.0013,1953
195311,0.028399999999999998,-0.013000000000000001,-0.0015,0.0008,1953
195312,0.0002,-0.0085,-0.028300000000000002,0.0013,1953
195401,0.0513,0.005,0.0345,0.0011,1954
195402,0.0167,-0.0018,-0.0027,0.0007000000000000001,1954
195403,0.0366,-0.005,-0.014499999999999999,0.0008,1954
195404,0.042699999999999995,-0.0347,-0.0037,0.0009,1954
195405,0.031,0.0039000000000000003,0.0245,0.0005,1954
195406,0.0108,0.0038,0.0002,0.0006,1954
195407,0.05,0.0105,0.0414,0.0005,1954
195408,-0.0235,0.0268,-0.014199999999999999,0.0005,1954
195409,0.064,-0.0256,0.0068000000000000005,0.0009,1954
195410,-0.0167,0.0060999999999999995,0.0064,0.0007000000000000001,1954
195411,0.0941,-0.0265,0.044500000000000005,0.0006,1954
195412,0.054900000000000004,0.0218,0.056799999999999996,0.0008,1954
195501,0.006,0.0024,0.021,0.0008,1955
195502,0.0302,0.0155,0.0060999999999999995,0.0009,1955
195503,-0.0015,-0.006500000000000001,0.019299999999999998,0.001,1955
195504,0.0311,-0.0175,0.0075,0.001,1955
195505,0.009399999999999999,-0.0025,-0.0096,0.0014000000000000002,1955
195506,0.0655,-0.0461,0.018500000000000003,0.001,1955
195507,0.0189,-0.012,0.0039000000000000003,0.001,1955
195508,0.0022,-0.0046,0.0075,0.0016,1955
195509,-0.0037,0.003,-0.0101,0.0016,1955
195510,-0.026699999999999998,0.0146,-0.0011,0.0018,1955
195511,0.0704,-0.022000000000000002,0.0033,0.0017000000000000001,1955
195512,0.0149,0.019799999999999998,-0.021099999999999997,0.0018,1955
195601,-0.030299999999999997,0.005,0.008199999999999999,0.0022,1956
195602,0.0378,-0.0097,-0.0046,0.0019,1956
195603,0.0664,-0.0213,-0.0049,0.0015,1956
195604,0.0028000000000000004,-0.0003,-0.0016,0.0019,1956
195605,-0.052199999999999996,0.015,-0.0132,0.0023,1956
195606,0.0347,-0.015300000000000001,-0.011000000000000001,0.002,1956
195607,0.0484,-0.0169,-0.0007000000000000001,0.0022,1956
195608,-0.0319,0.0189,-0.0073,0.0017000000000000001,1956
195609,-0.051399999999999994,0.016,0.0175,0.0018,1956
195610,0.0052,-0.0012,-0.0007000000000000001,0.0025,1956
195611,0.0034999999999999996,-0.0021,0.0176,0.002,1956
195612,0.0316,-0.0002,-0.0215,0.0024,1956
195701,-0.035699999999999996,0.0338,0.028300000000000002,0.0027,1957
195702,-0.0207,-0.0075,-0.0066,0.0024,1957
195703,0.0213,0.0033,-0.0053,0.0023,1957
195704,0.0426,-0.015700000000000002,-0.0147,0.0025,1957
195705,0.0346,-0.0108,-0.020099999999999996,0.0026,1957
195706,-0.0075,0.0059,-0.0003,0.0024,1957
195707,0.0066,-0.008,0.0048,0.003,1957
195708,-0.0512,0.0006,-0.0045000000000000005,0.0025,1957
195709,-0.0599,0.0006,0.0095,0.0026,1957
195710,-0.0432,-0.0246,-0.018799999999999997,0.0029,1957
195711,0.0231,0.004,-0.0291,0.0028000000000000004,1957
195712,-0.039,-0.0091,-0.0176,0.0024,1957
195801,0.04650000000000001,0.0429,0.0434,0.0028000000000000004,1958
195802,-0.015300000000000001,0.0075,0.0023,0.0012,1958
195803,0.0327,0.0069,-0.0103,0.0009,1958
195804,0.030899999999999997,-0.0069,0.016399999999999998,0.0008,1958
195805,0.0232,0.0216,-0.002,0.0011,1958
195806,0.029300000000000003,-0.0014000000000000002,0.0031,0.0003,1958
195807,0.043899999999999995,0.004699999999999999,0.030699999999999998,0.0007000000000000001,1958
195808,0.019,0.0115,0.0033,0.0004,1958
195809,0.0466,0.0008,0.027999999999999997,0.0019,1958
195810,0.0253,0.0105,-0.0113,0.0018,1958
195811,0.0301,0.020499999999999997,-0.011699999999999999,0.0011,1958
195812,0.0516,-0.0202,0.0006,0.0022,1958
195901,0.0070999999999999995,0.0302,0.0292,0.0021,1959
195902,0.0095,0.0148,0.0115,0.0019,1959
195903,0.0028000000000000004,0.014499999999999999,-0.0034000000000000002,0.0022,1959
195904,0.0366,-0.0068000000000000005,-0.0124,0.002,1959
195905,0.0173,-0.021,0.018000000000000002,0.0022,1959
195906,-0.0024,0.0067,0.0132,0.0024,1959
195907,0.0318,-0.0034999999999999996,0.0027,0.0025,1959
195908,-0.0138,-0.0078000000000000005,0.0044,0.0019,1959
195909,-0.0481,-0.0015,0.0053,0.0031,1959
195910,0.0128,0.0152,-0.021,0.003,1959
195911,0.016,0.0126,-0.0322,0.0026,1959
195912,0.0246,-0.0063,-0.0001,0.0034000000000000002,1959
196001,-0.0698,0.0212,0.0265,0.0033,1960
196002,0.0116,0.006,-0.0197,0.0029,1960
196003,-0.0163,-0.0055000000000000005,-0.0275,0.0034999999999999996,1960
196004,-0.0171,0.0022,-0.021400000000000002,0.0019,1960
196005,0.031200000000000002,0.0129,-0.0373,0.0027,1960
196006,0.0208,-0.0028000000000000004,-0.0027,0.0024,1960
196007,-0.023700000000000002,-0.0052,0.021,0.0013,1960
196008,0.03,0.0069,-0.0018,0.0017000000000000001,1960
196009,-0.06,-0.011200000000000002,0.0168,0.0016,1960
196010,-0.0070999999999999995,-0.0409,0.028300000000000002,0.0022,1960
196011,0.046900000000000004,0.0038,-0.0239,0.0013,1960
196012,0.0473,-0.0158,-0.0077,0.0016,1960
196101,0.062,0.006,0.0365,0.0019,1961
196102,0.035699999999999996,0.038900000000000004,-0.0058,0.0014000000000000002,1961
196103,0.028900000000000002,0.0322,-0.008199999999999999,0.002,1961
196104,0.0029,0.0007000000000000001,0.0213,0.0017000000000000001,1961
196105,0.024,0.0197,0.0038,0.0018,1961
196106,-0.0308,-0.024900000000000002,-0.0009,0.002,1961
196107,0.028300000000000002,-0.0194,-0.0008,0.0018,1961
196108,0.025699999999999997,-0.0171,-0.003,0.0014000000000000002,1961
196109,-0.0215,-0.010700000000000001,-0.0060999999999999995,0.0017000000000000001,1961
196110,0.0258,-0.0161,0.0018,0.0019,1961
196111,0.044500000000000005,0.0126,-0.012199999999999999,0.0015,1961
196112,-0.0017000000000000001,-0.0087,0.0176,0.0019,1961
196201,-0.0387,0.0174,0.051100000000000007,0.0024,1962
196202,0.0181,-0.0115,0.008199999999999999,0.002,1962
196203,-0.0068000000000000005,0.0066,-0.0158,0.002,1962
196204,-0.0659,-0.0085,0.0014000000000000002,0.0022,1962
196205,-0.0866,-0.031400000000000004,0.0273,0.0024,1962
196206,-0.085,-0.0046,0.0242,0.002,1962
196207,0.06269999999999999,0.0152,-0.0337,0.0027,1962
196208,0.0213,0.012199999999999999,-0.011200000000000002,0.0023,1962
196209,-0.052199999999999996,-0.024,0.013300000000000001,0.0021,1962
196210,-0.0005,-0.0395,0.013000000000000001,0.0026,1962
196211,0.10890000000000001,0.025,0.0085,0.002,1962
196212,0.0101,-0.037599999999999995,0.0032,0.0023,1962
196301,0.049400000000000006,0.0301,0.022400000000000003,0.0025,1963
196302,-0.024,0.0046,0.0215,0.0023,1963
196303,0.0308,-0.0258,0.021,0.0023,1963
196304,0.0451,-0.0126,0.01,0.0025,1963
196305,0.0176,0.0108,0.0255,0.0024,1963
196306,-0.02,-0.0032,0.006500000000000001,0.0023,1963
196307,-0.0039000000000000003,-0.005699999999999999,-0.008100000000000001,0.0027,1963
196308,0.0508,-0.0095,0.017,0.0025,1963
196309,-0.015700000000000002,-0.0025,0.0,0.0027,1963
196310,0.0254,-0.005699999999999999,-0.0004,0.0029,1963
196311,-0.0086,-0.0116,0.0173,0.0027,1963
196312,0.0183,-0.0196,-0.0021,0.0029,1963
196401,0.022400000000000003,-0.0024,0.0163,0.003,1964
196402,0.0155,0.0012,0.0281,0.0026,1964
196403,0.0141,0.0095,0.0329,0.0031,1964
196404,0.001,-0.013500000000000002,-0.0054,0.0029,1964
196405,0.0141,-0.0084,0.0181,0.0026,1964
