firm,year,y,x,z
14,3,-0.6441969365158327,-0.7987709651898357,-0.4361762620020691
14,4,0.5778569270188926,-0.3557020110598542,1.7547565731773607
14,5,3.585218611902739,1.3751535722314927,1.3311477873063258
15,1,1.1349681289729503,0.04866890343681869,0.18648728251140115
15,2,0.6321741069629658,-0.588299772233535,-2.3527213485625835
15,3,0.7209098124504074,-0.1875572809540999,-0.013542096806743757
15,4,1.3046847239995634,0.07318109561604791,0.6582995698103021
15,5,-1.178439592047879,-0.9478244947505086,-1.1563504717383268
16,1,2.667634628630825,0.39630431347913564,-0.13506423687117708
16,2,2.723729667635945,0.8582698706514382,1.4092378807600296
16,3,2.3121896938192665,0.48931206158144347,1.0368150997306371
16,4,1.737621010182016,-0.24684000349022886,-0.5759265484320194
16,5,1.3927608773420328,0.2091536474029514,0.5293115023479211
17,1,1.9745278541285602,-0.32327700175235063,0.48068854663349103
17,2,0.7534648584846539,-1.0496305425259786,-1.0083205585307
17,3,0.4961049267667872,-1.2980813597385623,-2.251672357309824
17,4,3.6781963247678293,-0.36194094504181673,-0.34910529561011355
17,5,1.1590689143847597,-0.1778188760802768,0.7360144641403297
18,1,-0.5982518829226091,-1.196927179277381,-1.3944239946135617
18,2,2.3187644629087703,0.2947843044441773,0.5017892600516489
18,3,-1.3342316210890373,-1.0194867182676826,-0.3802931481943542
18,4,2.9833198920022586,0.1637447577203543,0.32005425837949086
18,5,-1.822068223557217,-0.998467173293748,0.12732803568045836
19,1,0.29160600811291504,-0.30001263966784575,0.20802909816965343
19,2,0.25405269642236317,-0.11170141788038973,-0.32085694740302456
19,3,1.4318114981493089,0.4758357899151942,-0.8266786211515269
19,4,0.39764744665354107,-0.672816396125695,-1.0342313854866119
19,5,0.3885523304800843,0.538469551593509,1.0317646605736996
20,1,1.4321372118092779,-0.07400599419456805,0.02587866016837819
20,2,3.3822444059420276,0.9763716325319458,0.8686027805810173
20,3,2.292800557507859,0.10533379662339001,0.5899750864302767
20,4,2.018512971930555,0.18191603053852798,0.37584032212904234
20,5,-0.04087701045154346,-0.5733737333648559,-0.5512573960107083
21,1,2.6997974228969035,-0.11915006583081035,-1.129008718722842
21,2,0.5845331865166078,-0.6923754366221195,-2.0849003784920126
21,3,1.0366995528719363,-0.2916891965057343,-1.294417397416817
21,4,0.2834264397674102,-1.3329116568325785,-0.8496806582724129
21,5,1.1665640577770162,0.519319154135625,1.129108777190512
22,1,2.706578649925906,0.3287833704885982,0.1576236833978911
22,2,-0.9763770604344875,-0.9360162751068993,-0.9345608101965599
22,3,-1.3121753329391004,-0.9898721572460707,0.2646043675322501
22,4,1.2230910622940456,-0.37227182159286726,-0.29109682597199904
22,5,0.8468916160152907,-0.43943462064932726,-1.8002613588569938
23,1,0.9070608235141883,-0.3985863258183153,0.6883807058653266
23,2,5.096493875567927,1.714225952443439,2.174484469812177
23,3,2.7336994825684955,0.37002672833231554,1.3114103595212725
23,4,0.4728427012109528,-0.8262300162539062,0.19198140303907005
23,5,3.4870678720931356,1.1424980169715193,0.8991663947666317
24,1,1.0248404950704348,0.35346918466128613,1.4887511149337225
24,2,-1.5923618562626065,-0.29800862386911586,-1.6891615217911986
24,3,-0.42518939530436534,0.09772643795342395,0.875414643164714
24,4,3.674806780195376,1.761755787560695,1.8406645417907137
24,5,-2.4758410201231444,-1.1433393985319258,-1.1346699073057682
25,1,0.9867354016608678,0.1213701821232479,-0.3978971353624293
25,2,1.2815287467459586,0.4294432837805545,0.7830098146484681
25,3,2.203358760574194,1.3084031029937337,1.376036925616088
25,4,0.9864569735112039,-0.3354405126771152,-0.09289563075937186
25,5,-0.7729843665804604,-0.5430782873029992,-0.9917236738486993
26,1,2.2600547230178676,0.772702775504411,1.882965936275761
26,2,1.0279762135422221,0.27482162420260176,-0.18542574299836687
26,3,2.94351811291106,1.158405457642725,1.4249295392564794
26,4,0.9423312679569407,-0.02246433361609801,0.19749484573648737
26,5,0.5112850426169858,0.07067794974183916,0.4277754033435557
27,1,2.5786214665911364,0.6577277500135725,1.6277075402162218
27,2,3.40847730159427,0.9747680110932387,-0.2142190181063317
27,3,4.246596205108742,1.4021081256345997,1.4885474812102983
27,4,4.754826251642274,1.5459345696203557,1.1386570384360377
27,5,0.5086018852828021,0.08949935012572419,-0.40556248105341164
28,1,1.7233859901983897,0.43238676469813486,1.392207925066956
28,2,0.7265975423835219,0.023170102917297986,0.09211018133620656
28,3,-0.8566613266069365,-0.782997111906744,0.6189650643899505
28,4,2.172248417314287,-0.23976170838760824,-1.0085833094234826
28,5,2.393555730405853,1.186466661971524,1.3173475865099007
29,1,3.931024479081144,1.0036890122758173,-0.057722514096864484
29,2,3.465392490147551,1.0397421248683116,0.9001351326698949
29,3,-0.09731980850626729,-0.07305301943344716,1.525394821496139
29,4,3.984915360773326,0.4551269482781567,-0.552840124060906
29,5,1.1453536261316133,-0.5485749527855968,-1.5248728486545216
30,1,2.9481327940548123,-0.49333733532324214,-1.0888003695782804
30,2,2.592124035274894,-0.13447691006531015,-0.6047821801597528
30,3,0.26316212864141664,-1.4631686882257307,-1.1421674159440107
30,4,4.186240440701708,0.16547545935481087,0.5547502014583913
30,5,3.1230350536988754,-0.030936424220203707,-0.5145187584300118
