y,x1,x2,w
2.0,0.7822690340203675,-0.20248180502090196,8.0
3.0,0.710326501855708,0.16897373995250017,9.0
1.0,0.5614919143556633,-0.27627411473002067,1.0
2.0,-0.5755847806729893,-0.4020422144213207,1.0
5.0,1.0586439624452,-0.45861046334825345,5.0
1.0,-1.5569913393213632,0.8550215808625652,8.0
8.0,1.2071160274269845,-1.2092555411339825,1.0
3.0,-1.3152176878154331,-0.2613263527729556,5.0
4.0,0.7913421104295242,1.4045197450753955,1.0
3.0,1.1970721425440982,1.2571049008099424,4.0
3.0,-0.28708260576689876,-1.1273731908409212,4.0
3.0,-0.47157074884170275,0.05972146313382209,2.0
3.0,1.65221120108845,2.146062329028026,4.0
4.0,0.33048939132748056,0.5379346669311168,3.0
7.0,0.3388896354389723,-1.0749249048813818,8.0
1.0,-1.1572931519944094,0.9033909111014535,4.0
2.0,-0.35272328596302477,-0.32999960285543956,2.0
2.0,-0.8999561443842123,1.1352950895861609,5.0
1.0,-0.11099420576601873,0.3399770983693699,6.0
