y,x1,x2,x3,g
1.0,0.24878352199471998,-1.5906322905083135,0.49756704398943996,6.0
0.0,-0.5825838271673541,-0.2779204630925621,-1.1651676543347083,6.0
0.0,-0.02220527342097921,-0.1588600160433606,-0.04441054684195842,6.0
,-1.5880913695424697,0.24136291684644773,-3.1761827390849393,6.0
0.0,0.5008441760156142,-1.1641036127436521,1.0016883520312283,6.0
0.0,0.1099024801598206,0.11908972873767894,0.2198049603196412,6.0
1.0,-1.0353606978380032,0.15372716714343768,-2.0707213956760064,7.0
0.0,0.66106210465166,-0.3392046624073603,1.32212420930332,7.0
0.0,0.6687056022097336,-0.7021423479267771,1.3374112044194673,7.0
1.0,-0.17211233206541,-2.0289268977989825,-0.34422466413082,7.0
1.0,-0.1573411074359891,1.4539407951943164,-0.3146822148719782,7.0
0.0,-1.5726977783127996,-0.7465909722093018,-3.145395556625599,7.0
0.0,-0.46506976949737755,-0.3090510796276645,-0.9301395389947551,8.0
1.0,0.06276803911560516,0.546752320431815,0.12553607823121032,8.0
1.0,0.6815012367815102,-1.1356950659382201,1.3630024735630204,8.0
0.0,0.9733998617609767,0.20350234328700978,1.9467997235219534,8.0
0.0,-0.3599426480544873,-0.642684246087361,-0.7198852961089746,8.0
1.0,0.746114956195654,-0.2498147522554403,1.492229912391308,8.0
0.0,-2.2818842867215388,0.3026274271609108,-4.5637685734430775,
1.0,-0.7797263512955808,-0.013992267522672432,-1.5594527025911615,9.0
0.0,0.7432828801685791,1.1005524178355115,1.4865657603371583,9.0
0.0,-2.0702352643828372,0.5731176118784788,-4.1404705287656745,9.0
0.0,-0.6373581986445569,-0.6937335869391958,-1.2747163972891138,9.0
0.0,0.3129231768498697,0.1589441453754511,0.6258463536997394,9.0
1.0,1.078783733718381,-1.1078396972187539,2.157567467436762,10.0
0.0,-0.7555272396663574,-1.5219219513731976,-1.5110544793327148,10.0
1.0,1.955286496635028,1.167504588904026,3.910572993270056,10.0
1.0,-0.34682656835521347,1.6273514694845184,-0.6936531367104269,10.0
0.0,-0.5577486578254293,3.063433749718858,-1.1154973156508585,10.0
1.0,0.6705111135189943,,1.3410222270379886,10.0
0.0,1.4119493813472865,0.5344342343547342,2.823898762694573,11.0
0.0,-1.5073938826269548,-0.030533051389274916,-3.0147877652539097,11.0
1.0,0.486560131190701,0.18887051658451312,0.973120262381402,
0.0,-1.1381281671680659,-0.39098138380760533,-2.2762563343361317,11.0
0.0,0.5762067620795148,2.3115637590352542,1.1524135241590296,11.0
0.0,-0.49800381482756073,0.7217155022932441,-0.9960076296551215,11.0
0.0,-1.6802243930945369,-0.5519226671684764,-3.3604487861890737,12.0
0.0,-0.8464425263835514,1.1938822116060532,-1.6928850527671029,12.0
0.0,-1.028403755864873,-0.20552022352512606,-2.056807511729746,12.0
0.0,-1.8586011459117748,2.0480542327662272,-3.7172022918235497,12.0
1.0,0.4653129846849097,-1.1858016210437818,0.9306259693698195,12.0
0.0,0.41780600608647217,-0.3496709646249754,0.8356120121729443,12.0
1.0,1.2208553997196179,-1.0277701034942155,2.4417107994392357,13.0
0.0,2.218043783333815,1.9740715999810432,4.43608756666763,13.0
1.0,2.372237827662218,-1.6729104570533164,4.744475655324436,13.0
0.0,1.8190752141275506,0.007041273745873314,3.638150428255101,13.0
0.0,-0.2865981197035881,-0.5656034421401165,-0.5731962394071762,13.0
0.0,-0.4093634233288171,0.030236727382416506,-0.8187268466576342,13.0
0.0,0.6370724005987125,-0.0058165413352744095,1.274144801197425,14.0
0.0,-0.8524429748920144,1.3421483240654823,-1.7048859497840287,14.0
1.0,0.49891727245595124,-0.583175840201708,0.9978345449119025,14.0
0.0,-0.9128796800075256,0.17803693788251326,-1.8257593600150512,14.0
1.0,0.2983871370806935,-0.46081132975677686,0.596774274161387,14.0
0.0,1.540265196138955,-0.1687051963313633,3.08053039227791,14.0
0.0,0.10358685936614136,-1.5354409235474344,0.2071737187322827,15.0
1.0,-0.3077834888834392,-0.026596628640912855,-0.6155669777668784,15.0
1.0,-0.8948132989910637,-0.8334753939257901,-1.7896265979821273,15.0
0.0,-1.7173165769439156,0.2962215626051246,-3.434633153887831,15.0
0.0,1.0839729556787197,1.2952353488616541,2.1679459113574393,15.0
1.0,1.93764929691894,-0.3594087283320521,3.87529859383788,15.0
1.0,-1.091065657574786,0.7442133942464542,-2.182131315149572,16.0
0.0,-0.17725676194801757,-0.22344927855047322,-0.35451352389603513,16.0
0.0,-0.5367716458106369,1.3149815189134555,-1.0735432916212737,16.0
0.0,0.2632123252789461,-0.5336444276147877,0.5264246505578922,16.0
0.0,0.19277655184492226,-1.559726074275838,0.3855531036898445,16.0
1.0,0.29427518591908397,-0.8328482049056203,0.5885503718381679,16.0
0.0,0.049153786450977136,-1.6554630487668236,0.09830757290195427,17.0
1.0,0.05271609350903857,0.23709324284966726,0.10543218701807713,17.0
1.0,-0.3878525800525718,-1.1851715502529325,-0.7757051601051436,17.0
0.0,0.13606746717802662,0.04262588377572362,0.27213493435605324,17.0
0.0,-2.2800696048737543,2.017097691723267,-4.560139209747509,17.0
0.0,0.33536906893986757,-0.27244947208115283,0.6707381378797351,
,0.0063229585051956805,0.06978769168549197,0.012645917010391361,18.0
0.0,0.4686051050201906,-0.9359097402582373,0.9372102100403812,18.0
1.0,1.6575220139416411,-0.23206538342422964,3.3150440278832822,18.0
0.0,0.7717077755817915,,1.543415551163583,18.0
0.0,-0.020193029654472505,-0.6425055560196312,-0.04038605930894501,18.0
0.0,-0.9777351357944948,1.3173667686589074,-1.9554702715889896,18.0
1.0,1.275452990468204,-0.20028022830460065,2.550905980936408,19.0
1.0,0.817883016632782,0.8000550967824516,1.635766033265564,19.0
1.0,0.610114050631225,0.3247635051558767,1.22022810126245,
0.0,0.29296944898305277,0.1635984029855506,0.5859388979661055,19.0
0.0,-0.03507286440710504,0.14655541944592593,-0.07014572881421008,19.0
1.0,-0.18303413712000635,-0.3779877346843491,-0.3660682742400127,19.0
0.0,0.8196991908377476,0.7049192324524709,1.6393983816754951,20.0
1.0,1.5059744582280643,0.4158671445687182,3.0119489164561286,20.0
0.0,-0.9358139669975745,-0.02117531774595526,-1.871627933995149,20.0
0.0,1.684612545208388,0.2927230441629208,3.369225090416776,20.0
0.0,0.40490014741437425,0.2847884335856851,0.8098002948287485,20.0
1.0,-0.978971521611961,-0.23421194825636601,-1.957943043223922,20.0
