entity_id,time_id,x1,x_const,eta,y
16,2,0.5595545410392592,16.0,-1.082023072976317,0
16,3,0.29910778747670785,16.0,-1.2122464497575927,0
16,4,0.1662569756462349,16.0,-1.2786718556728291,0
16,5,0.8291203601386861,16.0,-0.9472401634266037,0
16,6,0.390879970141163,16.0,-1.166360358425365,1
17,1,0.4160254357337451,17.0,-0.28917503250832277,1
17,2,-0.6119809754314872,17.0,-0.8031782380909389,0
17,3,0.9782033074637863,17.0,-0.008086096643302176,2
17,4,0.12410817423555769,17.0,-0.4351336632574165,0
17,5,-0.7220138179133543,17.0,-0.8581946593318724,3
17,6,-0.7661927092965687,17.0,-0.8802841050234796,1
18,1,-0.426330383759752,18.0,0.2119144321175703,2
18,2,0.16643033020777875,18.0,0.5082947891013356,0
18,3,0.4308943878610209,18.0,0.6405268179279567,0
18,4,0.42571409304941604,18.0,0.6379366705221543,1
18,5,0.05022245144609738,18.0,0.450190849720495,1
18,6,0.08195042043490583,18.0,0.46605483421489924,2
19,1,-0.8335486420845413,19.0,0.8977527508495171,4
19,2,1.6501788646678608,19.0,2.1396165042257183,6
19,3,-1.3992988016286882,19.0,0.6148776710774435,1
19,4,-1.3598800692941468,19.0,0.6345870372447142,1
19,5,1.2669321078731546,19.0,1.947993125828365,8
19,6,0.8435131182693718,19.0,1.7362836310264735,6
20,1,-0.1399833511391547,20.0,-0.42473256752986543,2
20,2,-1.2337599136290964,20.0,-0.9716208487748363,0
20,3,1.305759253490074,20.0,0.29813873478474884,1
20,4,-0.3044194104980471,20.0,-0.5069505972093116,2
20,5,-0.337729698859427,20.0,-0.5236057413900016,0
20,6,0.025006628773494362,20.0,-0.3422375775735409,0
